iata_code,airport_name,city,country,latitude,longitude
UBD,Rubio Group Airport,Pachecochester,Poland,-75.337964,4.023809
BDG,Benton-Alvarez Airport,Lake Daniellehaven,French Southern Territories,4.576596,170.770970
RAX,Ramirez-Olson Airport,Lake Matthewhaven,Bermuda,-13.726456,-8.924124
DWB,Wilson-Santiago Airport,Diazside,Marshall Islands,-34.518003,-108.669266
FNF,"Potter, Barnes and Lee Airport",Terriborough,Algeria,-14.079352,109.098102
TXQ,Stanley LLC Airport,New Kathleen,Vietnam,-1.427948,70.395561
GGO,Miller-Thomas Airport,North Christianshire,Germany,66.837980,-39.822145
OPC,Garcia-Austin Airport,East Brianside,Equatorial Guinea,17.012617,53.272689
ZCZ,Rose-Macdonald Airport,Rossborough,Spain,-2.910285,104.876302
LBO,Reese-York Airport,Codymouth,El Salvador,65.433399,87.266854
HOQ,Gonzales and Sons Airport,South Anthonyborough,Tanzania,-47.862432,-121.103821
NYN,"Rojas, Larsen and Morris Airport",East Heather,Korea,70.435946,-40.079458
QCW,Johnson Group Airport,South Nicole,Germany,32.348757,-92.666630
AIS,"Morales, Neal and Blair Airport",Bethanyhaven,Ecuador,89.390551,178.046531
WDF,Morris Group Airport,Sellersport,Tajikistan,59.382806,-163.322511
ZNP,Myers-Briggs Airport,Richardsonville,Congo,48.290468,-162.440764
GWH,"Fuller, Grant and Snyder Airport",North Jacob,United Kingdom,-71.238530,-96.641808
MCZ,"Patterson, Davis and Chase Airport",Angelaland,Seychelles,-55.638362,2.470908
EQD,"Dennis, Lewis and Williams Airport",Johnsonborough,Mauritius,-47.316066,131.486836
AQE,Chang-Vargas Airport,Lake Alexandra,Egypt,-61.830688,157.203877
EKA,"Bishop, Greer and Good Airport",Shawbury,Georgia,-48.253256,-26.901495
JEV,Schwartz and Sons Airport,Ianborough,Kenya,-10.763686,-122.247865
OZP,Mckay-Nichols Airport,Mercedeshaven,Luxembourg,75.704411,-41.544898
XBD,Gonzalez Ltd Airport,Jessicamouth,Jersey,-87.094330,-61.023756
JHQ,"Reeves, Sanchez and Cohen Airport",Jerryside,Tokelau,73.929161,152.366154
SBC,Barry PLC Airport,Michelebury,Andorra,-74.042630,21.671397
XGN,Patterson PLC Airport,Carlsonbury,Norway,42.272706,65.847630
FZX,Durham Inc Airport,Camposton,Guadeloupe,38.939416,46.423160
OVY,"Wiggins, Hodges and Buck Airport",Lopezburgh,Senegal,31.318902,-45.956967
BVT,Rivera-Smith Airport,Jeremyside,Burkina Faso,14.033244,87.242722
JBG,Sullivan-Romero Airport,Lake Dale,Libyan Arab Jamahiriya,-10.952344,-139.996645
QSL,King and Sons Airport,Lake Kevinstad,Montenegro,12.320950,138.526525
QSY,Rivera and Sons Airport,Baileymouth,Malawi,5.326026,-12.197912
OPU,"Gonzalez, Clay and Ramirez Airport",West Karenmouth,Cote d'Ivoire,2.629767,84.276210
KUY,May-Navarro Airport,Leefort,Ireland,70.841472,-16.229457
ZLD,Nguyen-Serrano Airport,Powersside,Monaco,-0.332760,4.786268
VRQ,"Page, Hale and Maldonado Airport",Youngbury,Eritrea,-54.128030,95.245070
UZF,Cunningham PLC Airport,Carlsonton,Niger,-82.999121,-144.873414
ARF,Barton-Powell Airport,Alyssatown,Mongolia,45.492653,-96.818470
MGZ,"Stephens, Mitchell and Chavez Airport",East Veronica,Guinea-Bissau,80.920564,-118.150846
DKK,Perez-Gilmore Airport,Amandabury,Bahamas,28.645311,64.624522
DXE,Sims-Monroe Airport,East Dominicchester,Nicaragua,75.645794,-17.484781
VZU,"Simpson, Salas and Stone Airport",Joshuaville,Guadeloupe,13.511515,51.258430
AER,Miller and Sons Airport,Cynthiamouth,Andorra,-43.978565,-36.285350
AGZ,Bush and Sons Airport,South Brianside,Cote d'Ivoire,65.955626,70.301282
ODK,"Duncan, Snyder and Rodriguez Airport",Finleyshire,Romania,-36.344253,101.724492
HSU,Smith-Brown Airport,Loriland,Cayman Islands,54.716621,164.907502
YJI,Frazier-Trevino Airport,Port Johntown,Macao,83.274091,66.269845
RFL,Alvarado-Rivas Airport,Lake John,Nauru,66.803324,158.624781
GQX,Norris Ltd Airport,Port Jennifer,Maldives,8.129070,-135.089491
ZPW,Walsh-Hughes Airport,New Lindsey,Nigeria,-34.439558,13.375124
DWG,Watson-Sutton Airport,New Melissaborough,Somalia,44.680954,-63.283363
YVL,Love-Peterson Airport,Dennisborough,Syrian Arab Republic,-63.759202,-39.326860
ULV,"Smith, Clements and Copeland Airport",Nelsonhaven,Mexico,-54.357718,-107.610590
YYV,Wright-Bowen Airport,Brianburgh,Panama,42.287423,-158.918363
UOB,"Sheppard, Hart and Robinson Airport",South Alisonshire,Brazil,-67.619128,-8.034079
PKS,"Reynolds, Petty and Velasquez Airport",West Rogerview,Italy,-80.934516,92.234389
IPJ,Adams and Sons Airport,Barrettshire,Suriname,-1.327655,-147.966447
HGW,Lawrence Group Airport,Brownstad,Cape Verde,62.679470,77.771056
BFC,Smith-Mckinney Airport,Port Richardmouth,Peru,24.132898,-29.449676
WVD,"Nguyen, Hanson and Warner Airport",Terrimouth,Cape Verde,-50.384766,-135.726453
XPO,Glover-Rose Airport,Ramirezfurt,Micronesia,-37.358480,-17.265499
BCZ,"Lopez, Castro and King Airport",Juanhaven,Cote d'Ivoire,-40.306541,-122.621318
QXJ,"Walters, Lambert and Brown Airport",Karentown,Nigeria,74.240234,142.514726
ZWS,Gonzalez LLC Airport,East Kenneth,Trinidad and Tobago,12.763186,-50.887260
YRT,Mata-Moore Airport,West Jamie,Niue,38.085094,84.726443
NHO,Murphy PLC Airport,South Billy,Paraguay,-82.012726,-119.840170
IEO,Hoffman and Sons Airport,Nicholasview,Svalbard & Jan Mayen Islands,83.334339,41.818702
QPC,Glover Ltd Airport,Jennifermouth,Marshall Islands,87.987855,-85.693090
OBJ,Miller Group Airport,Dunlapland,Ireland,59.016590,136.399949
WRZ,"Campbell, Martinez and Molina Airport",Jacobview,Burundi,-30.242508,91.088711
MUK,Jones Group Airport,South Chad,Austria,0.272352,176.395910
CZN,"Harrison, Hicks and Daniel Airport",Port William,Thailand,-89.969150,-44.757190
HXD,"Barrera, Guerrero and Thompson Airport",Ortizburgh,Angola,68.395718,64.059874
JRW,Williams and Sons Airport,North Marissatown,Norway,59.335610,-164.892893
CQJ,Richards and Sons Airport,East Mackenzieborough,Barbados,-43.767685,-39.617849
LSI,Sparks-Davies Airport,Bradyfort,Trinidad and Tobago,-88.477543,-63.503613
KTN,"Sims, Morales and Moran Airport",Lake Christophermouth,Lebanon,51.963648,-36.012698
VIY,Mathews-Moore Airport,Jenniferchester,Saint Kitts and Nevis,-29.530714,34.831491
JCK,"Mercer, Allen and Wilson Airport",Williamstad,Gambia,62.316954,-128.957257
TDD,Knight LLC Airport,Morganfurt,Kenya,-49.277729,96.054392
SWO,Leach-Reed Airport,Nancymouth,Tanzania,52.287088,116.397629
AYV,"White, Hendricks and Stewart Airport",Lake Ianhaven,Russian Federation,-64.397469,155.909570
EGG,"Stevenson, Jones and Peters Airport",South Bryanside,Tokelau,-18.183030,-109.617983
CLK,Leblanc-Rogers Airport,New Monica,Trinidad and Tobago,-63.523862,-14.228541
LLZ,Mills-Casey Airport,Elliottside,Namibia,20.071264,40.383311
EJC,"Roth, Morales and Zhang Airport",Brooksfort,Liberia,-30.273751,44.245067
MOP,Thompson-Walters Airport,South Joshua,Saint Lucia,67.385750,45.691873
LMH,Thompson-Stokes Airport,West Perryborough,Swaziland,36.472915,-139.200173
TML,Stephens Ltd Airport,Port Rebeccahaven,Madagascar,84.168071,2.538194
SHD,Garcia-Howard Airport,New Alan,Nicaragua,81.201084,116.937619
ZNL,Goodman Ltd Airport,West Jacquelinebury,Faroe Islands,54.947156,-74.729329
SRT,Thompson PLC Airport,Erinberg,Nauru,-10.153913,57.433440
RQP,"Rodriguez, Kennedy and Moreno Airport",Reevesstad,Liechtenstein,-81.047246,105.340745
KYQ,Moon PLC Airport,Larsonview,Belarus,-44.028488,120.994574
GCA,Jimenez and Sons Airport,East Alexanderhaven,Albania,30.118325,-98.346087
IXI,Hopkins Inc Airport,North Ryan,Hungary,79.878885,135.786488
NOY,Hernandez Ltd Airport,West Tylerville,Ukraine,37.309844,-60.026538
WHA,Edwards-Hatfield Airport,North George,Uzbekistan,51.861137,-12.536819
ZDH,Stephens-Pittman Airport,East Kevinshire,Macedonia,-17.514726,-18.174876
NOW,Ramirez-Hughes Airport,Sullivantown,Burkina Faso,-13.344760,-47.783819
PJP,Vega-Poole Airport,Johnsonmouth,Lithuania,83.295394,-146.547382
RJU,Berger PLC Airport,North Craig,Anguilla,81.138380,67.639432
CWW,Mendoza-Sullivan Airport,Grayville,Aruba,-14.280796,29.929094
MCP,Liu PLC Airport,Carlburgh,Tunisia,29.644558,-62.772153
BPY,"Carter, Robinson and Mills Airport",West Diane,Isle of Man,57.036030,59.260668
GRF,"Klein, Combs and Scott Airport",West Johnburgh,Martinique,-33.054674,-154.832569
RZF,"Lewis, Lester and Franklin Airport",North Mitchell,Niger,88.223400,-47.717760
GVJ,"Duarte, Ortiz and Saunders Airport",New Angela,Angola,-30.917680,-60.059240
CTH,Graham LLC Airport,East Kathyshire,Saudi Arabia,44.761522,133.948901
VGO,Ward and Sons Airport,Fisherbury,Madagascar,25.806879,122.464441
IRK,"Taylor, Green and Jones Airport",New Richardburgh,Korea,66.082408,176.156333
KSG,"Ward, Montgomery and Pearson Airport",North Rebeccafurt,Moldova,-86.503172,-165.153417
CPW,"Zuniga, Ross and Mcmillan Airport",Sandershaven,Aruba,-83.266646,-84.384701
ASO,Lara-Sanders Airport,Port Tommyshire,Albania,-67.758383,-42.988638
TGP,Turner Inc Airport,Port Andrea,Dominican Republic,-11.931512,179.967437
NKL,Miller Inc Airport,North Michelle,Mauritius,43.686333,4.300807
RPD,Cook LLC Airport,Port Kelly,Brazil,-30.835294,72.997254
YFR,Fox LLC Airport,Matthewmouth,Jamaica,13.558944,-161.907728
FCG,Dyer Ltd Airport,South Elizabethview,Rwanda,-69.212760,-161.229711
GFD,James-Doyle Airport,Timothyside,Anguilla,76.911392,-71.794021
MAS,Maxwell-Gonzales Airport,Lake Ashley,Chile,-84.254072,-169.718195
EZN,Eaton Ltd Airport,Snyderville,Saint Kitts and Nevis,-54.361172,161.339312
DYI,"Shepherd, Gonzalez and Singh Airport",New Natalieview,Sierra Leone,-65.036158,96.624901
UFV,Garcia-Burton Airport,Daniellefurt,Swaziland,52.108478,-7.203469
XMY,Morris-Thompson Airport,Josephville,Bermuda,-50.006949,169.218067
ZAB,Molina Inc Airport,Leemouth,Lesotho,-31.971780,-44.316802
FAY,"Howard, Rodriguez and Munoz Airport",East David,Macao,52.336678,-38.832622
CZQ,"Griffin, Hernandez and Allen Airport",Davidstad,China,-17.358370,-102.951115
FHJ,"Lee, Noble and Mcclain Airport",Yorkfort,Rwanda,81.084112,-11.984866
BVB,Clark Group Airport,Lake Darrell,Seychelles,-51.051412,20.048081
SZY,"Myers, Ellis and Hahn Airport",Conwayside,Serbia,29.858094,132.386887
BKQ,Thomas Ltd Airport,Port Timothyside,Turks and Caicos Islands,-86.658862,-168.225952
NPJ,Thompson Ltd Airport,Lambertburgh,Austria,-51.830478,-10.970769
EAS,Kaufman PLC Airport,Ortegaside,Yemen,77.689879,105.232989
GNG,"Lopez, Smith and Lane Airport",Moyerborough,Wallis and Futuna,-51.326126,123.384592
LIS,"Jones, Tyler and Taylor Airport",Longmouth,Ireland,45.132822,-110.655705
IOF,Chase-Perkins Airport,Jessicaberg,South Africa,45.378796,143.996279
UJJ,"Davis, Hancock and Friedman Airport",North Justinborough,Azerbaijan,-45.601047,134.830139
GNV,Dawson PLC Airport,Ryanhaven,Spain,-55.256827,-85.018987
PYC,Turner and Sons Airport,New Ryanview,Palestinian Territory,-58.759872,-115.694955
TOT,"Smith, Russell and Rivera Airport",West Stephenport,Jordan,12.892416,-46.949390
GJL,Allen and Sons Airport,Ortizshire,Kiribati,-70.292819,-46.179661
IVK,Day Ltd Airport,South Patricia,French Guiana,-45.201170,165.763425
HEF,Hall PLC Airport,Lake Angelicaside,Madagascar,40.937211,-106.638514
LDA,Figueroa Group Airport,Port Michael,Saint Barthelemy,67.732985,114.177003
GAH,Henderson Ltd Airport,South Larrychester,Mozambique,5.142300,-119.371808
UKJ,Freeman-Ramos Airport,Jessemouth,France,13.794152,113.186816
FIO,"Hicks, Hanson and Villarreal Airport",Jesseville,Syrian Arab Republic,23.260129,98.320202
UBH,Brown-Clarke Airport,South Sharonfurt,Cape Verde,-27.437249,-148.267041
VGM,Valdez Inc Airport,West Joel,Saint Lucia,-9.724728,2.826206
YGL,Ochoa-Shaw Airport,New Anna,Saint Barthelemy,79.791071,-168.598097
FAQ,Fitzpatrick-Evans Airport,New Debra,Haiti,64.757654,-168.927953
EIB,Patel Ltd Airport,East Jon,Panama,-30.962134,-27.698472
TMU,Harris-Hensley Airport,Hartfort,Malawi,-54.077228,113.810495
TPC,Shepherd-Lewis Airport,West Stevenhaven,Cyprus,-53.533120,-61.774916
ZFP,Phillips PLC Airport,Port Edwardland,Cape Verde,22.533272,-95.934832
UBI,Brown Ltd Airport,East Davidstad,Colombia,-74.062590,-121.790901
IXE,"Kelley, Campos and Pearson Airport",Mitchellton,Argentina,-3.774336,125.746209
PAZ,"Bennett, Gaines and Wiggins Airport",Port Kevinchester,Samoa,44.613326,39.322463
CXO,Anderson and Sons Airport,North Jamesland,El Salvador,-32.153455,18.986397
NGW,"Hernandez, Ochoa and Roth Airport",Annaburgh,China,-39.182482,125.049875
VCT,Mullen-Johnston Airport,Bobbyville,South Georgia and the South Sandwich Islands,87.851788,-87.274175
AEH,Kaufman PLC Airport,New Jennifer,Eritrea,62.096806,-152.655719
PGG,"Jones, Green and Rodriguez Airport",Lake Jason,Cuba,-69.313699,-173.139363
TCM,Carpenter-Hughes Airport,South Noah,Georgia,-60.111643,163.099047
VAQ,"Patel, Wright and Lee Airport",North Richard,Australia,-87.619792,119.609513
VPR,Edwards-Clark Airport,Parkertown,Nepal,35.741062,5.013453
VVM,Sanchez-Dorsey Airport,South Paul,Liechtenstein,-46.936964,-71.120661
NEC,Duran LLC Airport,Jenniferbury,Belize,-39.840177,-148.389808
JZR,"Rodriguez, Mooney and Vazquez Airport",Lake Matthew,Papua New Guinea,-31.039570,2.184056
QFY,Frey-Johnson Airport,Floresberg,Albania,83.702478,-25.095279
VXD,"Hall, Erickson and Jones Airport",Gloriaville,Romania,54.383108,-4.149483
JLG,Hill-Wilson Airport,South Brittany,Samoa,-6.048670,-39.923851
HUY,Mendoza-Cruz Airport,Karaborough,Falkland Islands (Malvinas),27.170396,-165.077014
RBZ,"Russell, Walker and Stone Airport",Gonzalesport,Pitcairn Islands,46.025682,-21.304943
NOT,Beasley-Washington Airport,Lake Shannon,Cook Islands,2.313712,67.242455
KXA,Fernandez LLC Airport,Darrenfurt,Hong Kong,31.436595,89.361445
GSI,Flores Group Airport,Craighaven,Mexico,-80.713306,-152.222127
PAH,"Dominguez, Chambers and Johnston Airport",Noahmouth,Guadeloupe,24.693354,20.151000
VMP,Evans PLC Airport,East Wendystad,Greenland,-79.679582,20.758769
ESC,Roy-Calderon Airport,North Brendaland,Tokelau,54.083411,-9.651428
OVY,Townsend-Cole Airport,North Valerieton,French Southern Territories,-35.967590,109.054132
OBN,"Brown, Pacheco and Hansen Airport",Lindamouth,Tanzania,24.873882,46.909133
IPY,"Richards, Harris and Lee Airport",Lake Krista,Malta,12.050636,107.037788
BTV,Gray-Thomas Airport,Boltonland,Mayotte,-84.347060,100.033026
FFJ,Orozco-Norris Airport,Kimberlymouth,Cook Islands,-11.510506,-176.065094
NXI,"Sosa, Long and Spencer Airport",Port Amytown,Turkey,83.759736,63.230110
CMS,Williams-Thompson Airport,Lake John,Argentina,11.561364,-49.400147
FCG,"Thompson, Olson and Vasquez Airport",New Jessica,Belize,-35.980558,-41.497959
TNZ,Richardson-Martinez Airport,Campbellside,Guyana,29.954592,165.501072
LZT,Miller-Myers Airport,Coxfort,Bermuda,79.581863,60.669165
LCN,Shaw and Sons Airport,South Zoe,Brazil,-63.082942,-15.189390
DCI,Francis PLC Airport,Port Elizabethmouth,Liberia,-58.273874,-118.187835
TPU,Bray LLC Airport,Yvonneside,Slovenia,15.097788,119.734594
MEM,Ballard-Davis Airport,Thomaschester,Iran,-76.254848,70.099011
VFL,Henderson PLC Airport,East Heiditown,Venezuela,1.409370,33.741299
RQQ,"Wilson, Barry and Johnson Airport",Blakeshire,Indonesia,-43.109832,92.974826
JXM,"Lewis, Allison and Hunt Airport",West Matthew,Anguilla,-10.025199,-60.747839
OEA,"Robinson, Edwards and Bishop Airport",Chaneyport,Cape Verde,61.168058,139.471137
JVF,Butler-Rollins Airport,Port Jonathanborough,Saint Helena,-77.739430,38.998586
CCI,Wells LLC Airport,West Michellehaven,India,-43.134342,-71.999583
JPE,Brooks LLC Airport,Lake Anthony,Dominican Republic,30.670440,146.196436
YBM,Lee-Spears Airport,Jasmineside,Uzbekistan,-9.925985,32.606163
URS,Wilson Ltd Airport,North Nancy,Libyan Arab Jamahiriya,65.544101,-170.680634
JIY,"Smith, Ford and Walker Airport",Stevensonport,Bermuda,-55.313858,-171.793918
VHV,Norris Ltd Airport,Johnsonfurt,South Georgia and the South Sandwich Islands,15.003056,-7.133612
QVY,Maxwell-Chavez Airport,Bowmantown,Iran,15.115968,78.989121
QSV,"Johnson, Russell and Cook Airport",Port Matthew,Vanuatu,-64.920290,48.216714
YFN,Mitchell Ltd Airport,Randolphville,Djibouti,25.099974,-4.793212
XRT,Horton-Davenport Airport,Harringtonfurt,Congo,-8.527874,-116.166261
LCJ,"Ellis, Robinson and Roberts Airport",West Jillport,Mauritius,45.707282,13.208425
DPJ,Nelson PLC Airport,Lewisport,Vietnam,81.134934,-50.546206
YAQ,"Lamb, Dominguez and Smith Airport",Kaylaport,Saint Kitts and Nevis,29.610832,18.153013
YNE,"Lucas, Thomas and Smith Airport",Huffmanhaven,Saint Helena,89.221255,-145.017008
ZET,"Lewis, Lee and Reid Airport",Conleyfort,Cape Verde,-31.263950,107.243302
CDM,Clark-Mills Airport,Collinsburgh,Guinea-Bissau,6.179278,-11.978350
EQU,"Williams, Perkins and Smith Airport",Tinaside,Anguilla,-1.917554,105.917468
WWC,Hobbs Ltd Airport,East Samantha,Israel,-65.741162,129.591836
ZPH,Anderson Group Airport,Matthewville,Belize,-52.290614,51.062656
GRM,Peck Inc Airport,Rogersland,Sri Lanka,-3.960356,38.592009
FGU,"Richmond, Olson and Harvey Airport",Jessicaport,British Indian Ocean Territory (Chagos Archipelago),0.135079,-157.632550
RNL,"Collins, Gray and Peterson Airport",New Krista,Christmas Island,-54.894956,96.853019
UHQ,"Hampton, Cisneros and Stevens Airport",Howardmouth,Kazakhstan,51.371312,54.707771
FYR,"Williams, Robbins and Williams Airport",Josephmouth,Guyana,40.572064,-158.885317
LMR,Gilmore Group Airport,Port Jamesmouth,Pitcairn Islands,-42.798781,80.708088
XND,Juarez-Malone Airport,Carlsonland,United Kingdom,53.001566,-33.864949
RFM,"White, Murphy and Taylor Airport",Lake Alexandra,Bolivia,-52.029892,92.460485
ITJ,"Reed, Beck and Arnold Airport",Kimberlyshire,Afghanistan,-10.232074,141.609071
UVU,"Conrad, Craig and Benson Airport",West Donnachester,Armenia,-21.128352,-87.426034
RNE,"Davis, Burns and Smith Airport",West Courtneyville,Senegal,-49.690904,136.901657
ISH,"Coleman, Schwartz and Mckinney Airport",Belindaside,Italy,60.544278,-65.460226
UNI,"Ward, Velazquez and Clark Airport",West Johnport,Fiji,-63.349804,106.838539
CMI,Jackson Inc Airport,Heatherland,Bangladesh,24.470192,44.621164
RDM,Harmon Ltd Airport,Jasonfort,Cayman Islands,35.602842,88.871035
EQS,Mcguire-Ayala Airport,East Michaelmouth,Poland,69.704549,82.532568
RAD,Garcia-Miller Airport,South Brittanyshire,Ukraine,-65.721812,80.539097
KVI,"Johnson, Howard and Smith Airport",New Connor,Colombia,48.898735,-126.482830
JCM,Shields Ltd Airport,Nealfurt,Serbia,-49.226432,118.389797
BCQ,Crawford LLC Airport,Autumnshire,Senegal,2.496884,-68.240213
JVV,"Rodgers, Joyce and Wood Airport",South Sharonmouth,Romania,3.340054,-82.126741
OCF,Norman-Taylor Airport,Matthewfurt,Armenia,53.069828,-155.544321
BNK,"Weber, Boyd and Morris Airport",South Ericville,Somalia,-34.720711,-26.371168
YUS,"Lee, Stewart and Pearson Airport",Lake Markton,Faroe Islands,-56.512632,179.898152
GYD,Hicks-Nelson Airport,Lake Madisonport,Somalia,2.556152,83.797103
YQG,Osborne Ltd Airport,North Christopherville,Latvia,-89.658012,-32.837247
EDT,"Nichols, Simmons and Johnson Airport",Coleborough,Burkina Faso,-66.005528,-18.351503
IXD,Stevens-Little Airport,West Darlene,Slovakia (Slovak Republic),-13.695159,161.916704
IGM,Hood-Rice Airport,Hobbsfurt,Kuwait,-70.640262,150.481947
DWO,Smith-Brown Airport,Mackburgh,Swaziland,38.068321,2.876806
XSE,Burns PLC Airport,New Veronica,Burkina Faso,-1.201255,10.065860
YQN,"Sandoval, Newman and Simmons Airport",Aprilbury,Denmark,29.222720,-24.061187
JHY,Clark-Sweeney Airport,South Bobby,Taiwan,-66.501869,134.049051
RXX,Carney-Bishop Airport,Hinesview,Guernsey,-76.211473,93.712561
JGA,Petersen and Sons Airport,Elizabethfurt,Belize,-47.150064,-47.116120
OZD,Williamson LLC Airport,Port Michael,Albania,-66.184952,-166.770380
VZS,"Wallace, Turner and Holt Airport",Glassville,Cocos (Keeling) Islands,-38.891912,128.337371
FPJ,"Phillips, Kent and Davis Airport",West Kevin,Saint Lucia,-40.378578,48.956109
GJV,Greene-Odonnell Airport,Hinesside,Taiwan,46.042409,30.331036
OLN,Barton-Mathis Airport,Lake Mark,El Salvador,-88.423320,-163.459019
XDO,Long-Raymond Airport,Lake Cynthiaburgh,Congo,50.430448,162.441981
TEH,"Perkins, Williams and Campbell Airport",Port Eileen,Burundi,47.926616,134.062922
AON,Roth-Knapp Airport,South James,France,32.583014,-155.675201
XSV,"Lee, Hughes and Byrd Airport",Danielsshire,Antarctica (the territory South of 60 deg S),-41.189448,138.543724
QTL,Lopez-Lewis Airport,West Julie,Canada,-39.145328,-55.652455
XKA,Mcclain PLC Airport,Millerfurt,Azerbaijan,21.690614,-169.515837
SZQ,"Chase, Hayes and Kaiser Airport",Robertburgh,Reunion,-55.662692,172.774137
SSP,"Giles, Juarez and Dalton Airport",Lake Kathleenport,Burkina Faso,-55.656300,-22.172460
QMS,Harvey-Williams Airport,Lake Tiffany,Mongolia,-41.238746,-120.789363
EPD,"Gomez, Diaz and Bentley Airport",West Patrickbury,Pitcairn Islands,85.053412,170.177716
FVH,Cunningham Ltd Airport,Lake Aaronstad,Gambia,10.946260,-33.851472
SLU,Perez Ltd Airport,South Dustinfurt,Guinea-Bissau,-64.486544,-10.870626
GDR,Duke-Mejia Airport,Donaldton,Sweden,-31.621621,132.322063
SXO,"Morris, Murphy and Ross Airport",Roberthaven,Switzerland,-87.467964,148.757509
QXV,"Wade, Rodriguez and Davis Airport",New Hannahburgh,Oman,29.611216,-50.529335
UDW,Gonzalez-Small Airport,South Matthew,Norfolk Island,-69.356662,-116.030526
OOD,"King, Smith and Williams Airport",Campbellhaven,Puerto Rico,-26.500761,-139.253138
GDH,"Wilson, Riley and Solomon Airport",New Justin,Kiribati,-31.610149,107.304528
CBJ,Daniels Inc Airport,Riceview,Armenia,42.526936,-162.192830
WSX,Abbott Inc Airport,Foxshire,Egypt,-71.949070,-47.964626
LNU,"Cooper, Keller and Myers Airport",Lake Kristinchester,Saudi Arabia,-83.891858,-161.424314
HZS,Gilbert-King Airport,Port Dakota,Costa Rica,-5.830850,-15.013762
MAQ,Garrison and Sons Airport,Ortegaburgh,Niue,-6.190439,-7.810796
DSI,"Morrison, Potter and Smith Airport",North Lucas,Iran,5.171974,-141.009833
LUD,Williams Group Airport,Lake Nicole,Equatorial Guinea,47.123119,-33.996911
VJY,"Callahan, Schneider and Morgan Airport",East Nicholasside,Saudi Arabia,23.090810,161.288911
TQF,Sullivan-Myers Airport,Jonathanstad,France,-17.055424,-76.980520
DDF,Brown and Sons Airport,West Michael,Tajikistan,3.939554,170.302775
ICS,Patton-Stafford Airport,Howardville,Syrian Arab Republic,-19.401392,166.523322
HLY,Oneal Group Airport,Mannberg,Sweden,38.542590,62.484054
PLW,Gordon PLC Airport,Port Aaron,Saudi Arabia,14.750318,-118.605764
IHD,Snow Ltd Airport,Cooktown,Uruguay,48.086770,-161.353887
OSG,Mitchell Inc Airport,Alexside,Honduras,39.024138,-81.862318
JYI,Solis-Sullivan Airport,Lake Jennifer,Azerbaijan,-7.212804,-9.455440
TME,"Jordan, Hamilton and Johnson Airport",Port Emily,Taiwan,24.041744,-175.372369
IWX,Conway Inc Airport,North Danielstad,Belarus,-84.107247,-81.468905
HKE,Lewis and Sons Airport,West Ashleyview,France,85.727380,-147.373369
OTN,Morris Inc Airport,Trevinomouth,Montenegro,-17.591822,-57.414382
JYN,"Adams, Morton and Yates Airport",Pettyview,Netherlands Antilles,43.428274,110.763338
SLX,Walker and Sons Airport,East Kevinberg,Suriname,-32.949522,-158.661509
AEE,Smith PLC Airport,Patriciaburgh,Egypt,69.943943,171.871537
VEV,Barnes-Aguilar Airport,Hannahtown,Rwanda,-37.939068,-153.579507
RKH,"Rojas, Graves and Greene Airport",Jenkinsmouth,Cook Islands,32.604658,8.522381
ABT,Joseph-Douglas Airport,Port Melissaport,Kiribati,-51.321294,143.601294
XGP,"Davis, Gonzalez and Santos Airport",Walkerland,Nepal,29.275239,40.172037
ZLR,Jones Inc Airport,Lake Victoria,United States of America,-5.027563,163.301815
DOB,"Gibson, Jackson and Lambert Airport",Nicholasshire,Belize,10.560814,85.556138
ZEG,Larsen-Kelley Airport,East Lindsay,Grenada,34.268578,-17.651928
YVU,Gonzalez-Shaw Airport,Novakfurt,Turkey,60.275300,-127.232777
QJR,Miles-Smith Airport,Lake Scottborough,Albania,-52.559348,159.110503
CJN,"Ortiz, Morales and Santiago Airport",Belindabury,Tokelau,51.005440,-108.197156
VZF,Coleman-Ellison Airport,Davidberg,Uganda,20.646411,-48.649459
LLD,"Moore, Powell and Taylor Airport",Veronicahaven,Nepal,-59.168790,-92.091779
BQG,"Cervantes, Vargas and Moon Airport",Santosmouth,Guyana,-0.351970,-158.841983
MPV,"David, Thomas and Fischer Airport",Cindyborough,French Guiana,45.876612,97.545850
WOE,Dominguez Ltd Airport,Tarastad,Tajikistan,4.558102,15.908386
GTI,Griffin Group Airport,Cynthiaview,Bahamas,-64.808142,-104.054995
DVN,"Fischer, Hampton and Rivers Airport",Lake Jesus,Kyrgyz Republic,-81.938512,161.099286
VWF,"Berry, Moses and Graham Airport",Rosaleston,Saint Martin,-58.163144,168.600301
UEN,"Johnson, Bailey and Williams Airport",Brewerville,Ecuador,-29.835618,22.335788
WGU,Lane Group Airport,Brianbury,Namibia,41.696668,22.102681
NDF,Gibson-Sharp Airport,Wrightmouth,Panama,2.435990,-63.709712
TEB,Gordon Inc Airport,Schaeferfort,New Zealand,48.237994,-33.320170
GXV,"Stuart, West and Stuart Airport",South Brian,Kyrgyz Republic,-0.671432,46.277337
INY,"Wallace, Garcia and Murphy Airport",New Mauriceview,Andorra,69.969560,-52.647368
GSK,Stone LLC Airport,Victoriaburgh,Kazakhstan,14.273919,78.250935
TOR,Gross Inc Airport,Port Jonathanchester,Lithuania,-68.466908,-54.546912
PCO,Gardner-Dillon Airport,Newmanchester,Finland,-35.814232,-171.296560
PBA,"Phillips, Smith and Davis Airport",Weberfurt,Romania,23.492163,-142.963306
